id,company_id,account_id,fecha,descripcion,comercio,rfc,tipo,deposito,retiro,saldo,es_interno,categoria
txn_2026060084,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0190123 =REFERENCIA CTA/CLABE: 012838425135427849, BEM 545.20 33,197.33 SPEI BCO:012 BENEF:ANA L. MENDOZA (DATO NO VERIF POR ESTA INST), Pago PO 2164 CVE RASTREO: 8846APR2202301192095677933 RFC: MER210503EE5 IVA: 000000000075.20 BBVA BANCOMER HORA LIQ: 11:20:50",ANA L. MENDOZA,MER210503EE5,egreso,0,545.20,33197.33,0,spei_enviado
txn_2026060085,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0190123 5.00 33,192.33",BANORTE,BNO930209CC1,egreso,0,5.00,33192.33,0,comision
txn_2026060086,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0190123 0.80 33,191.53",BANORTE,BNO930209CC1,egreso,0,0.80,33191.53,0,iva_comision
txn_2026060087,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0190123 =REFERENCIA CTA/CLABE: 058489638346578713, BEM 4,290.00 28,901.53 SPEI BCO:058 BENEF:MARTIN MEDINA (DATO NO VERIF POR ESTA INST), Pago PO 2169 CVE RASTREO: 8846APR1202301192095884612 RFC: PAY150323GG7 IVA: 000000000000.00 BANREGIO HORA LIQ: 13:13:06",MARTIN MEDINA,PAY150323GG7,egreso,0,4290.00,28901.53,0,spei_enviado
txn_2026060088,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0190123 5.00 28,896.53",BANORTE,BNO930209CC1,egreso,0,5.00,28896.53,0,comision
txn_2026060089,company_001,acc_eje_001,2026-06-19T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0190123 0.80 28,895.73",BANORTE,BNO930209CC1,egreso,0,0.80,28895.73,0,iva_comision
txn_2026060090,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"PAYPAL ACOMEE RFC:MER991006FF6 23,984.64 4,911.09",PAYPAL ACOMEE,MER991006FF6,egreso,0,23984.64,4911.09,0,tarjeta
txn_2026060091,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000200123 IVA:00000128.00 , A LA CUENTA: 0564139537 928.00 3,983.09 Pago PO 2177 AL R.F.C. MOPA791027EF3",TERCERO MOPA79,MOPA791027EF3,egreso,0,928.00,3983.09,0,traspaso_terceros
txn_2026060092,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0200123 =REFERENCIA CTA/CLABE: 012808412411824493, BEM 775.43 3,207.66 SPEI BCO:012 BENEF:FRANCISCO J. MORALES (DATO NO VERIF POR ESTA INST), Pago PO 2174 CVE RASTREO: 8846APR2202301202097059667 RFC: PAY150323GG7 IVA: 000000000106.95 BBVA BANCOMER HORA LIQ: 10:48:39",FRANCISCO J. MORALES,PAY150323GG7,egreso,0,775.43,3207.66,0,spei_enviado
txn_2026060093,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0200123 5.00 3,202.66",BANORTE,BNO930209CC1,egreso,0,5.00,3202.66,0,comision
txn_2026060094,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0200123 0.80 3,201.86",BANORTE,BNO930209CC1,egreso,0,0.80,3201.86,0,iva_comision
txn_2026060095,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"BNET01002301200034501350 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 11:38:52 DEL 50,000.00 53,201.86 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0200123 CVE RAST: BNET01002301200034501350",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,50000.00,0,53201.86,1,traspaso_interno
txn_2026060096,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0200123 =REFERENCIA CTA/CLABE: 058534874016400524, BEM 3,944.00 49,257.86 SPEI BCO:058 BENEF:GUADALUPE PEREZ (DATO NO VERIF POR ESTA INST), Pago PO 2179 CVE RASTREO: 8846APR1202301202097403775 RFC: APP920820HH8 IVA: 000000000544.00 BANREGIO HORA LIQ: 12:57:22",GUADALUPE PEREZ,APP920820HH8,egreso,0,3944.00,49257.86,0,spei_enviado
txn_2026060097,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0200123 5.00 49,252.86",BANORTE,BNO930209CC1,egreso,0,5.00,49252.86,0,comision
txn_2026060098,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0200123 0.80 49,252.06",BANORTE,BNO930209CC1,egreso,0,0.80,49252.06,0,iva_comision
txn_2026060099,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0200123 =REFERENCIA CTA/CLABE: 036278680112805982, BEM 5,684.00 43,568.06 SPEI BCO:036 BENEF:ARMANDO MORALES (DATO NO VERIF POR ESTA INST), Pago PO 2049 Restante CVE RASTREO: 8846APR1202301202097589820 RFC: DHL880115II9 IVA: 000000004900.00 INBURSA HORA LIQ: 14:03:30",ARMANDO MORALES,DHL880115II9,egreso,0,5684.00,43568.06,0,spei_enviado
txn_2026060100,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0200123 5.00 43,563.06",BANORTE,BNO930209CC1,egreso,0,5.00,43563.06,0,comision
txn_2026060101,company_001,acc_eje_001,2026-06-20T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0200123 0.80 43,562.26",BANORTE,BNO930209CC1,egreso,0,0.80,43562.26,0,iva_comision
txn_2026060102,company_001,acc_eje_001,2026-06-24T12:00:00-06:00,"2099566CARGO DOMICILIACION CGO DOMICILIACION:VW Leasing LEYENDA: VOLKSWAGEN 11,838.93 31,723.33 LEASING REF SERV EMISOR:0052099566 CVE DE RASTREO:02107200021000820230123039977 REF:2099566 RFC GAS061031CC3 IVA: 0.00","VOLKSWAGEN 11,838.93 31,723.33 LEASING",GAS061031CC3,egreso,0,11838.93,31723.33,0,domiciliacion
txn_2026060103,company_001,acc_eje_001,2026-06-24T12:00:00-06:00,"BNET01002301240035089108 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 09:44:30 DEL 5,000.01 36,723.34 CLIENTE DISTRIBUIDORA DEL NORTE SA DE CV DE LA CLABE 012322602563421607 CON RFC DNO200415KX1 CONCEPTO: FACT B9447 REFERENCIA: 0240123 CVE RAST: BNET01002301240035089108",DISTRIBUIDORA DEL NORTE SA DE CV,DNO200415KX1,ingreso,5000.01,0,36723.34,0,spei_recibido
txn_2026060104,company_001,acc_eje_001,2026-06-24T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000240123 IVA:00000477.10 , A LA CUENTA: 8480184514 3,459.00 33,264.34 Pago PO 2192 AL R.F.C. MERE850922GH4",TERCERO MERE85,MERE850922GH4,egreso,0,3459.00,33264.34,0,traspaso_terceros
txn_2026060105,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000251023 IVA:00000004.41 , A LA CUENTA: 8480184514 32.00 33,232.34 Pago PO 2194 AL R.F.C. MERE850922GH4",TERCERO MERE85,MERE850922GH4,egreso,0,32.00,33232.34,0,traspaso_terceros
txn_2026060106,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000250123 IVA:00000541.22 , A LA CUENTA: 6270482814 3,923.82 29,308.52 Pago PO 2195 AL R.F.C. LUCI920425IJ5",TERCERO LUCI92,LUCI920425IJ5,egreso,0,3923.82,29308.52,0,traspaso_terceros
txn_2026060107,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0250123 =REFERENCIA CTA/CLABE: 012337543303654145, BEM 2,234.25 27,074.27 SPEI BCO:012 BENEF:ISAAC R. LUNA (DATO NO VERIF POR ESTA INST), Pago PO 2062 2079 2091 CVE RASTREO: 8846APR2202301252103612317 RFC: SEG971124JJ1 IVA: 000000000308.17 BBVA BANCOMER HORA LIQ: 12:17:27",ISAAC R. LUNA,SEG971124JJ1,egreso,0,2234.25,27074.27,0,spei_enviado
txn_2026060108,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0250123 5.00 27,069.27",BANORTE,BNO930209CC1,egreso,0,5.00,27069.27,0,comision
txn_2026060109,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0250123 0.80 27,068.47",BANORTE,BNO930209CC1,egreso,0,0.80,27068.47,0,iva_comision
txn_2026060110,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0250123 =REFERENCIA CTA/CLABE: 030868501429401965, BEM 3,668.98 23,399.49 SPEI BCO:030 BENEF:ELISA MENDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2024 CVE RASTREO: 8846APR2202301252103612320 RFC: COS910715KK2 IVA: 000000000506.07 BAJIO HORA LIQ: 12:17:27",ELISA MENDEZ,COS910715KK2,egreso,0,3668.98,23399.49,0,spei_enviado
txn_2026060111,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0250123 5.00 23,394.49",BANORTE,BNO930209CC1,egreso,0,5.00,23394.49,0,comision
txn_2026060112,company_001,acc_eje_001,2026-06-25T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0250123 0.80 23,393.69",BANORTE,BNO930209CC1,egreso,0,0.80,23393.69,0,iva_comision
txn_2026060113,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"BNET01002301260035492276 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 10:51:52 DEL 30,000.00 53,393.69 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0260123 CVE RAST: BNET01002301260035492276",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,30000.00,0,53393.69,1,traspaso_interno
txn_2026060114,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0260123 =REFERENCIA CTA/CLABE: 002569816934060883, BEM 5,733.42 47,660.27 SPEI BCO:002 BENEF:MARTIN MEDINA (DATO NO VERIF POR ESTA INST), Pago PO 2203 CVE RASTREO: 8846APR2202301262104813306 RFC: TEL670000LL3 IVA: 000000000790.82 BANAMEX HORA LIQ: 11:04:18",MARTIN MEDINA,TEL670000LL3,egreso,0,5733.42,47660.27,0,spei_enviado
txn_2026060115,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0260123 5.00 47,655.27",BANORTE,BNO930209CC1,egreso,0,5.00,47655.27,0,comision
txn_2026060116,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0260123 0.80 47,654.47",BANORTE,BNO930209CC1,egreso,0,0.80,47654.47,0,iva_comision
txn_2026060117,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"PAGO REFERENCIADO 579134402623 Impuesto Deposito Referenciado 930.00 46,724.47",PAGO DE IMPUESTOS,,egreso,0,930.00,46724.47,0,impuestos
txn_2026060118,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"PAGO REFERENCIADO 579134502623 Impuesto Deposito Referenciado 1,619.00 45,105.47",PAGO DE IMPUESTOS,,egreso,0,1619.00,45105.47,0,impuestos
txn_2026060119,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"PAGO REFERENCIADO 579134602623 Impuesto Deposito Referenciado 7,574.00 37,531.47",PAGO DE IMPUESTOS,,egreso,0,7574.00,37531.47,0,impuestos
txn_2026060120,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"CHEQUE PAGADO 0000224 CHQ.PAG0 SUC GOBIERNO DEL ES 5,475.00 32,056.47 0000000000000000000000002329012920230125",CHEQUE PAGADO 0000224 CHQ.PAG0 SUC GOBIE,,egreso,0,5475.00,32056.47,0,otro
txn_2026060121,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"CHEQUE PAGADO 0000223 CHQ.PAG0 SUC GOBIERNO DEL ES 7,867.00 24,189.47 0000000000000000000000002329070220230125",CHEQUE PAGADO 0000223 CHQ.PAG0 SUC GOBIE,,egreso,0,7867.00,24189.47,0,otro
txn_2026060122,company_001,acc_eje_001,2026-06-26T12:00:00-06:00,"CHEQUE PAGADO 0000222 CHQ.PAG0 SUC GOBIERNO DEL ES 5,486.00 18,703.47 0000000000000000000000002329046920230125",CHEQUE PAGADO 0000222 CHQ.PAG0 SUC GOBIE,,egreso,0,5486.00,18703.47,0,otro
txn_2026060123,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"085236629946804436 SPEI RECIBIDO, BCO:0002 BANAMEX HR LIQ: 10:47:25 DEL CLIENTE COMERCIALIZADORA DEL BAJIO SA DE CV DE LA CLABE 002995777387214895 CON RFC CBA170221B46 CONCEPTO: F9251Y9442 A SERV HMM DE IMDR REFERENCIA: 0009251 CVE RAST: 085236629946804436",COMERCIALIZADORA DEL BAJIO SA DE CV,CBA170221B46,ingreso,8024.17,0,26727.64,0,spei_recibido
txn_2026060124,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0300123 =REFERENCIA CTA/CLABE: 002134332003791769, BEM 1,750.44 24,977.20 SPEI BCO:002 BENEF:ANDRES M. DIEZ (DATO NO VERIF POR ESTA INST), Pago PO 2236 CVE RASTREO: 8846APR1202301302111301816 RFC: SUN850309AA1 IVA: 000000000241.44 BANAMEX HORA LIQ: 13:32:22",ANDRES M. DIEZ,SUN850309AA1,egreso,0,1750.44,24977.20,0,spei_enviado
txn_2026060125,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0300123 5.00 24,972.20",BANORTE,BNO930209CC1,egreso,0,5.00,24972.20,0,comision
txn_2026060126,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0300123 0.80 24,971.40",BANORTE,BNO930209CC1,egreso,0,0.80,24971.40,0,iva_comision
txn_2026060127,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0310123 =REFERENCIA CTA/CLABE: 012367632016328708, BEM 765.60 24,205.80 SPEI BCO:012 BENEF:JORGE L. CAMPOS (DATO NO VERIF POR ESTA INST), Pago PO 2244 CVE RASTREO: 8846APR1202301312114749093 RFC: GAS070423BB2 IVA: 000000000105.60 BBVA BANCOMER HORA LIQ: 17:43:42",JORGE L. CAMPOS,GAS070423BB2,egreso,0,765.60,24205.80,0,spei_enviado
txn_2026060128,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0310123 5.00 24,200.80",BANORTE,BNO930209CC1,egreso,0,5.00,24200.80,0,comision
txn_2026060129,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0310123 0.80 24,200.00",BANORTE,BNO930209CC1,egreso,0,0.80,24200.00,0,iva_comision
txn_2026060130,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COM MEMB P.M. COMISION MEMBRESIA P. MORAL 0123 400.00 23,800.00",BANORTE,BNO930209CC1,egreso,0,400.00,23800.00,0,comision
txn_2026060131,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"IVA COM MEMB P.M. COMISION MEMBRESIA P. MORAL 0123 64.00 23,736.00",BANORTE,BNO930209CC1,egreso,0,64.00,23736.00,0,comision
txn_2026060132,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"COMISION POR CHEQUES EXPEDIDOS 00003 OP. EXCEDIDAS A MEMBRESIA 0123 54.00 23,682.00",BANORTE,BNO930209CC1,egreso,0,54.00,23682.00,0,comision
txn_2026060133,company_001,acc_eje_001,2026-06-30T12:00:00-06:00,"IVA 00003 OP. EXCEDIDAS A MEMBRESIA 0123 8.64 23,673.36",BANORTE,BNO930209CC1,egreso,0,8.64,23673.36,0,iva_comision
txn_2026070134,company_001,acc_eje_001,2026-07-01T12:00:00-06:00,"PAGO REFERENCIADO 585505303223 Impuesto Deposito Referenciado 974.00 22,699.36",PAGO DE IMPUESTOS,,egreso,0,974.00,22699.36,0,impuestos
txn_2026070135,company_001,acc_eje_001,2026-07-01T12:00:00-06:00,"PAGO REFERENCIADO 585505403223 Impuesto Deposito Referenciado 5,785.00 16,914.36",PAGO DE IMPUESTOS,,egreso,0,5785.00,16914.36,0,impuestos
txn_2026070136,company_001,acc_eje_001,2026-07-01T12:00:00-06:00,"PAGO REFERENCIADO 585505503223 Impuesto Deposito Referenciado 1,157.00 15,757.36",PAGO DE IMPUESTOS,,egreso,0,1157.00,15757.36,0,impuestos
txn_2026070137,company_001,acc_eje_001,2026-07-02T12:00:00-06:00,"2238070CARGO DOMICILIACION 4,852.49 10,904.87","2238070CARGO DOMICILIACION 4,852.49 10,9",,egreso,0,4852.49,10904.87,0,domiciliacion
txn_2026070138,company_001,acc_eje_001,2026-07-02T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 1,538.44 9,366.43","COMPRA ORDEN DE PAGO SPEI 1,538.44 9,366",,egreso,0,1538.44,9366.43,0,spei_enviado
txn_2026070139,company_001,acc_eje_001,2026-07-02T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0020223 5.00 9,361.43",BANORTE,BNO930209CC1,egreso,0,5.00,9361.43,0,comision
txn_2026070140,company_001,acc_eje_001,2026-07-02T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0020223 0.80 9,360.63",BANORTE,BNO930209CC1,egreso,0,0.80,9360.63,0,iva_comision
txn_2026070141,company_001,acc_eje_001,2026-07-02T12:00:00-06:00,"BNET01002302020037084111 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 11:55:32 DEL 1.00 9,361.63 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0020223 CVE RAST: BNET01002302020037084111",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,1.00,0,9361.63,1,traspaso_interno
txn_2026070142,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0030223 =REFERENCIA CTA/CLABE: 012337543303654145, BEM 293.99 9,067.64 SPEI BCO:012 BENEF:ISAAC R. LUNA (DATO NO VERIF POR ESTA INST), Pago PO 2180 CVE RASTREO: 8846APR2202302032120054977 RFC: SEG971124JJ1 IVA: 000000000040.55 BBVA BANCOMER HORA LIQ: 10:59:15",ISAAC R. LUNA,SEG971124JJ1,egreso,0,293.99,9067.64,0,spei_enviado
txn_2026070143,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0030223 5.00 9,062.64",BANORTE,BNO930209CC1,egreso,0,5.00,9062.64,0,comision
txn_2026070144,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0030223 0.80 9,061.84",BANORTE,BNO930209CC1,egreso,0,0.80,9061.84,0,iva_comision
txn_2026070145,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0030223 =REFERENCIA CTA/CLABE: 012317278895798687, BEM 1,128.95 7,932.89 SPEI BCO:012 BENEF:MARIA F. SOTO (DATO NO VERIF POR ESTA INST), Pago PO 2058 2060 2064 2089 CVE RASTREO: 8846APR2202302032120054981 RFC: GAS061031CC3 IVA: 000000000155.72 BBVA BANCOMER HORA LIQ: 10:59:15",MARIA F. SOTO,GAS061031CC3,egreso,0,1128.95,7932.89,0,spei_enviado
txn_2026070146,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0030223 5.00 7,927.89",BANORTE,BNO930209CC1,egreso,0,5.00,7927.89,0,comision
txn_2026070147,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0030223 0.80 7,927.09",BANORTE,BNO930209CC1,egreso,0,0.80,7927.09,0,iva_comision
txn_2026070148,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0030223 =REFERENCIA CTA/CLABE: 012277434873471434, BEM 8.16 7,918.93 SPEI BCO:012 BENEF:CARLOS R. VEGA (DATO NO VERIF POR ESTA INST), Pago PO 2056 CVE RASTREO: 8846APR1202302032120054999 RFC: SUP810525DD4 IVA: 000000000001.12 BBVA BANCOMER HORA LIQ: 10:59:15",CARLOS R. VEGA,SUP810525DD4,egreso,0,8.16,7918.93,0,spei_enviado
txn_2026070149,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0030223 5.00 7,913.93",BANORTE,BNO930209CC1,egreso,0,5.00,7913.93,0,comision
txn_2026070150,company_001,acc_eje_001,2026-07-03T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0030223 0.80 7,913.13",BANORTE,BNO930209CC1,egreso,0,0.80,7913.13,0,iva_comision
txn_2026070151,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"BNET01002302080038000452 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 12:07:21 DEL 20,000.00 27,913.13 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0080223 CVE RAST: BNET01002302080038000452",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,20000.00,0,27913.13,1,traspaso_interno
txn_2026070152,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0080223 =REFERENCIA CTA/CLABE: 012746872343098050, BEM 10,620.01 17,293.12 SPEI BCO:012 BENEF:LUCIA FERNANDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2262 CVE RASTREO: 8846APR2202302082126744314 RFC: SUN850309AA1 IVA: 000000001464.83 BBVA BANCOMER HORA LIQ: 12:43:03",LUCIA FERNANDEZ,SUN850309AA1,egreso,0,10620.01,17293.12,0,spei_enviado
txn_2026070153,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0080223 5.00 17,288.12",BANORTE,BNO930209CC1,egreso,0,5.00,17288.12,0,comision
txn_2026070154,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0080223 0.80 17,287.32",BANORTE,BNO930209CC1,egreso,0,0.80,17287.32,0,iva_comision
txn_2026070155,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"BNET01002302080038049120 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 14:13:53 DEL 30,000.00 47,287.32 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0080223 CVE RAST: BNET01002302080038049120",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,30000.00,0,47287.32,1,traspaso_interno
txn_2026070156,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0080223 =REFERENCIA CTA/CLABE: 012746872343098050, BEM 17,056.94 30,230.38 SPEI BCO:012 BENEF:LUCIA FERNANDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2267 CVE RASTREO: 8846APR2202302082126918075 RFC: SUN850309AA1 IVA: 000000002352.68 BBVA BANCOMER HORA LIQ: 14:16:53",LUCIA FERNANDEZ,SUN850309AA1,egreso,0,17056.94,30230.38,0,spei_enviado
txn_2026070157,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0080223 5.00 30,225.38",BANORTE,BNO930209CC1,egreso,0,5.00,30225.38,0,comision
txn_2026070158,company_001,acc_eje_001,2026-07-08T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0080223 0.80 30,224.58",BANORTE,BNO930209CC1,egreso,0,0.80,30224.58,0,iva_comision
txn_2026070159,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"ELECTRONICA INDUSTRIAL MX MONEDA ORIGEN: 32.59 USD USD : 32.59 TIPO CAMBIO : 19.1469 618.64 29,605.94",ELECTRONICA INDUSTRIAL MX MONEDA ORIGEN:,,egreso,0,618.64,29605.94,0,otro
txn_2026070160,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0090223 =REFERENCIA CTA/CLABE: 012367632016328708, BEM 1,020.80 28,585.14 SPEI BCO:012 BENEF:JORGE L. CAMPOS (DATO NO VERIF POR ESTA INST), Pago PO 2275 CVE RASTREO: 8846APR1202302092128204843 RFC: GAS070423BB2 IVA: 000000000140.80 BBVA BANCOMER HORA LIQ: 13:07:07",JORGE L. CAMPOS,GAS070423BB2,egreso,0,1020.80,28585.14,0,spei_enviado
txn_2026070161,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0090223 5.00 28,580.14",BANORTE,BNO930209CC1,egreso,0,5.00,28580.14,0,comision
txn_2026070162,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0090223 0.80 28,579.34",BANORTE,BNO930209CC1,egreso,0,0.80,28579.34,0,iva_comision
txn_2026070163,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0090223 =REFERENCIA CTA/CLABE: 058489638346578713, BEM 4,290.00 24,289.34 SPEI BCO:058 BENEF:MARTIN MEDINA (DATO NO VERIF POR ESTA INST), Pago PO 2271 CVE RASTREO: 8846APR2202302092128204847 RFC: PAY150323GG7 IVA: 000000000000.00 BANREGIO HORA LIQ: 13:07:07",MARTIN MEDINA,PAY150323GG7,egreso,0,4290.00,24289.34,0,spei_enviado
txn_2026070164,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0090223 5.00 24,284.34",BANORTE,BNO930209CC1,egreso,0,5.00,24284.34,0,comision
txn_2026070165,company_001,acc_eje_001,2026-07-09T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0090223 0.80 24,283.54",BANORTE,BNO930209CC1,egreso,0,0.80,24283.54,0,iva_comision
